index,low,winner,best_step,identity_best_step,selected_best_step,seconds,identity_mse,identity_psnr,identity_ssim,selected_mse,selected_psnr,selected_ssim,oracle_mse,oracle_psnr,oracle_ssim,t028_psnr,t028_ssim,delta_psnr,delta_ssim,ev_00,ev_01,ev_10,ev_11,gamma_00,gamma_01,gamma_10,gamma_11,wb_r_00,wb_r_01,wb_r_10,wb_r_11,wb_g_00,wb_g_01,wb_g_10,wb_g_11,wb_b_00,wb_b_01,wb_b_10,wb_b_11
10,Train/Low/low00177.png,T026A_selected,500,500,500,11.214175064000301,0.011879625237274476,19.25197259687394,0.3076813173893194,0.011808129591387832,19.278188892171887,0.3086582572792004,0.011808129591387832,19.278188892171887,0.3086582572792004,13.75950253012153,0.36353359698907256,5.518686362050357,-0.054875339709872184,1.863218069076538,1.9236984252929688,1.8975160121917725,1.8761738538742065,0.5036745667457581,0.5030995607376099,0.5047891736030579,0.5023365616798401,1.6035265922546387,1.5824973583221436,1.5352351665496826,1.5966284275054932,1.934656023979187,1.900314450263977,1.9138702154159546,1.9297302961349487,1.8432743549346924,1.893604040145874,1.7764114141464233,1.7900863885879517
11,Train/Low/low00542.png,T026A_selected,500,500,500,11.642510641016997,0.005887955341917086,22.300354926298873,0.5282935418890795,0.005763933039370679,22.392810731045326,0.535569405202491,0.005763933039370679,22.392810731045326,0.535569405202491,17.789162161379302,0.5830124432827327,4.603648569666024,-0.04744303808024175,1.484621524810791,1.6935234069824219,1.7267600297927856,1.6399996280670166,0.5062580108642578,0.5055659413337708,0.5103104114532471,0.5108864903450012,1.4364262819290161,1.3376582860946655,1.312399983406067,1.3772151470184326,1.4241994619369507,1.3171095848083496,1.3161015510559082,1.3896067142486572,1.581047773361206,1.520519733428955,1.4273622035980225,1.4959880113601685
12,Train/Low/low00592.png,T026A_selected,440,499,440,11.535788050037809,0.06129277519944672,12.12590714322227,0.4591108900547777,0.0612927666910944,12.125907746087893,0.45906173124995725,0.0612927666910944,12.125907746087893,0.45906173124995725,12.091189126814044,0.48396653090545133,0.03471861927384978,-0.02490479965549408,0.0,1.7628824710845947,1.7988890409469604,1.3588829040527344,1.0,0.7555418014526367,0.7249199151992798,0.7330099940299988,1.0,1.2615236043930054,1.0983632802963257,1.3716903924942017,1.0,1.3322627544403076,1.2222900390625,1.5515996217727661,1.0,1.348405122756958,1.2303050756454468,1.5700099468231201
13,Train/Low/low00184.png,T026A_selected,500,500,500,11.552425422996748,0.012362392827234373,19.078974603890998,0.3554381102956966,0.012255140215915915,19.116817154481993,0.3572007089454544,0.012255140215915915,19.116817154481993,0.3572007089454544,15.740637596706204,0.42412845465190063,3.3761795577757887,-0.06692774570644622,1.9188497066497803,1.802393913269043,1.8932116031646729,1.7567452192306519,0.5029424428939819,0.5017907023429871,0.50248122215271,0.5032051205635071,1.2720928192138672,1.1146340370178223,1.2038977146148682,1.2394522428512573,1.600070595741272,1.34916090965271,1.5492806434631348,1.588188886642456,1.984878420829773,1.4749488830566406,1.827736258506775,1.9033867120742798
14,Train/Low/low00080.png,T026A_selected,500,500,500,11.349099804006983,0.0011235591401973215,29.494040629107367,0.7097322388227825,0.001115494281408653,29.525326517889575,0.7144479351370976,0.001115494281408653,29.525326517889575,0.7144479351370976,26.93331299164939,0.7408169706255675,2.5920135262401836,-0.026369035488469916,1.3844348192214966,1.7233772277832031,1.7317538261413574,1.3729262351989746,0.5481970906257629,0.5452303886413574,0.5586073994636536,0.5484350323677063,1.383069634437561,1.2027225494384766,1.2164300680160522,1.371622085571289,1.3717222213745117,1.1845362186431885,1.215125560760498,1.3598979711532593,1.3747749328613281,1.2032488584518433,1.2162705659866333,1.3740978240966797
15,Train/Low/low00501.png,T026A_selected,500,500,500,11.503056821005885,0.0024124214003510575,26.17546827600707,0.7179647603049658,0.00239837293900978,26.200832846396537,0.7184300806077941,0.00239837293900978,26.200832846396537,0.7184300806077941,24.86169619853498,0.7201967958038661,1.339136647861558,-0.0017667151960719663,1.3853411674499512,1.729562759399414,1.6892011165618896,1.4477417469024658,0.5174148678779602,0.5732402205467224,0.5225687623023987,0.597078263759613,1.211841106414795,1.1765480041503906,1.1117104291915894,1.3868566751480103,1.1943800449371338,1.1379717588424683,1.0489823818206787,1.3254579305648804,1.3777997493743896,1.3451446294784546,1.2529149055480957,1.7061724662780762
16,Train/Low/low00133.png,T026A_selected,500,500,500,11.525177252013236,0.07458710014383557,11.27336277363582,0.17447670388588954,0.0744855827462244,11.279277801333762,0.1745965819912108,0.0744855827462244,11.279277801333762,0.1745965819912108,8.085612958061583,0.17866924465681297,3.1936648432721793,-0.004072662665602161,1.9945833683013916,1.9957653284072876,1.9982672929763794,1.994040846824646,0.5002111196517944,0.5006996989250183,0.5006619691848755,0.5005292892456055,1.9958057403564453,1.9886142015457153,1.9960319995880127,1.9947808980941772,1.9963759183883667,1.9903675317764282,1.9962928295135498,1.9955202341079712,1.9975706338882446,1.9961341619491577,1.9973276853561401,1.9976403713226318
17,Train/Low/low00455.png,identity,500,500,500,11.573665231990162,0.044891613841654986,13.47834781545841,0.06745024973252935,0.0449013013047993,13.477410723306612,0.06743025858901948,0.044891613841654986,13.47834781545841,0.06745024973252935,12.904360705730124,0.07711532252680064,0.5739871097282858,-0.009665072794271298,-0.44736504554748535,-0.4366005063056946,-0.23138664662837982,-0.44916749000549316,0.504387617111206,0.5033495426177979,0.5077686905860901,0.5038250088691711,1.3461273908615112,1.4554872512817383,1.7566955089569092,1.4002025127410889,1.4942479133605957,1.6067025661468506,1.9160566329956055,1.6026004552841187,1.0626909732818604,1.1968016624450684,1.1201854944229126,1.0253046751022339
18,Train/Low/low00206.png,T026A_selected,495,500,495,11.573254299000837,0.0009576970987268109,30.187718282413183,0.7396861015616005,0.0009565897728007226,30.192742666168403,0.7403465714725884,0.0009565897728007226,30.192742666168403,0.7403465714725884,29.965752237276174,0.7361700186183089,0.2269904288922291,0.004176552854279536,1.1557538509368896,1.3793261051177979,1.1824867725372314,1.3532302379608154,0.5608663558959961,0.6700197458267212,0.5589819550514221,0.651155948638916,1.0480551719665527,1.1286580562591553,1.039555549621582,1.1074881553649902,0.9757376909255981,1.1284376382827759,0.9566554427146912,1.1112645864486694,1.0145853757858276,1.1125819683074951,0.956106960773468,1.0899922847747803
19,Train/Low/low00314.png,T026A_selected,500,500,500,11.576883987989277,0.018229522747812282,17.39224701103923,0.1489627065603479,0.018213841534802485,17.395984462196154,0.14933839439555655,0.018213841534802485,17.395984462196154,0.14933839439555655,16.781203056801562,0.16408118641379976,0.6147814053945915,-0.014742792018243217,-0.4982493221759796,-0.31523072719573975,1.2926297187805176,0.6298671364784241,0.5093069076538086,0.5039799809455872,0.588259756565094,0.6123248338699341,1.2639715671539307,1.1851699352264404,0.7096179723739624,0.9182662963867188,1.415869116783142,1.3505159616470337,0.8001371622085571,1.0702465772628784,1.4768974781036377,1.4717317819595337,0.8184559345245361,1.1135156154632568
