image_id,condition,method,mse,psnr_db,recovery_ratio,clean_drift_mse,dark_region_mse,bright_region_mse,loss_before,loss_after,active_count,steps,stop_reason,ev_min,ev_max,gamma_min,gamma_max
3553,clean,global_discrete,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,clean,spatial2_discrete,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,clean,global_ttt,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,clean,spatial2_ttt,0.0,,,0.0,,,-0.0,-0.0,0,0,no_active,0.0,0.0,1.0,1.0
3553,homogeneous_dark,identity,0.07980890572071075,10.979486438678274,0.0,,,,9.08381211740203,9.08381211740203,4,0,identity,0.0,0.0,1.0,1.0
3553,homogeneous_dark,global_direct,0.03488053381443024,14.57416877211735,0.5629493538416153,,,,9.08381211740203,2.316593057808363,4,0,fixed_direct,0.5,0.5,1.0,1.0
3553,homogeneous_dark,spatial2_direct,0.03488053381443024,14.57416877211735,0.5629493538416153,,,,9.08381211740203,2.316593057808363,4,0,fixed_direct,0.5,0.5,1.0,1.0
3553,homogeneous_dark,global_discrete,0.002638315549120307,25.786732629798905,0.9669420909196146,,,,9.08381211740203,0.0,4,0,one_coordinate_pass,0.9999999403953552,0.9999999403953552,1.0,1.0
3553,homogeneous_dark,spatial2_discrete,0.0022924812510609627,26.396942074983173,0.9712753704569833,,,,9.08381211740203,0.0,4,0,one_coordinate_pass,0.9999999403953552,0.9999999403953552,0.8000000715255737,1.0
3553,homogeneous_dark,global_ttt,0.0040603517554700375,23.914363410922014,0.9491240768332404,,,,9.08381211740203,0.0,4,24,clean_envelope,0.9634259939193726,0.9634259939193726,0.7430105805397034,0.7430105805397034
3553,homogeneous_dark,spatial2_ttt,0.003672573948279023,24.35029450811716,0.9539829056029022,,,,9.08381211740203,0.0,4,21,clean_envelope,0.8492708802223206,0.9681443572044373,0.747672975063324,0.7605096697807312
3553,homogeneous_bright,identity,0.025454098358750343,15.942422820387263,0.0,,,,6.047647350365308,6.047647350365308,2,0,identity,0.0,0.0,1.0,1.0
3553,homogeneous_bright,global_direct,0.009761239401996136,20.104950356863746,0.6165160020826069,,,,6.047647350365308,0.00036328928931982,2,0,fixed_direct,-0.2500000298023224,-0.2500000298023224,1.0,1.0
3553,homogeneous_bright,spatial2_direct,0.02392144687473774,16.212125558411962,0.06021236589925116,,,,6.047647350365308,0.36399703012929435,2,0,fixed_direct,-0.5,0.0,1.0,1.0
3553,homogeneous_bright,global_discrete,0.014720900915563107,18.320656104682968,0.4216687345162824,,,,6.047647350365308,0.017169591716043424,2,0,one_coordinate_pass,-0.5,-0.5,0.8000000715255737,0.8000000715255737
3553,homogeneous_bright,spatial2_discrete,0.015424489043653011,18.11789213628426,0.39402728683373134,,,,6.047647350365308,0.022476917166814988,2,0,one_coordinate_pass,-0.9999999403953552,-0.5,0.8000000715255737,1.25
3553,homogeneous_bright,global_ttt,0.014463907107710838,18.39714376051382,0.43176509716210054,,,,6.047647350365308,0.0,2,6,clean_envelope,-0.24679648876190186,-0.24679648876190186,0.8955588340759277,0.8955588340759277
3553,homogeneous_bright,spatial2_ttt,0.010610469616949558,19.742653938991964,0.5831528004879418,,,,6.047647350365308,0.0,2,5,clean_envelope,-0.2425691932439804,-0.19973911345005035,0.9130551815032959,1.0886121988296509
3553,left_right,identity,0.030451137572526932,15.163964786553073,0.0,,0.04107300937175751,0.01987352967262268,7.566245758995132,7.566245758995132,4,0,identity,0.0,0.0,1.0,1.0
3553,left_right,global_direct,0.030451135709881783,15.163965052203752,6.116832729219368e-08,,0.04107300937175751,0.019873525947332382,7.566245758995132,7.566238291951299,4,0,fixed_direct,0.0,0.0,1.0,1.0
3553,left_right,spatial2_direct,0.02027141861617565,16.93115857837877,0.3342968364352812,,0.020800795406103134,0.019744249060750008,7.566245758995132,1.8016776393716456,4,0,fixed_direct,-0.5,0.5,1.0,1.0
3553,left_right,global_discrete,0.041721418499946594,13.796409342765067,-0.3701103415455891,,0.005988019052892923,0.07730593532323837,7.566245758995132,5.026077520737069,4,0,one_coordinate_pass,0.5,0.5,0.8000000715255737,0.8000000715255737
3553,left_right,spatial2_discrete,0.012555556371808052,19.01164037721874,0.5876818610830586,,0.00209022150374949,0.022977285087108612,7.566245758995132,0.1653727205340454,4,0,one_coordinate_pass,-0.5,0.9999999403953552,0.8000000715255737,1.0
3553,left_right,global_ttt,0.026580428704619408,15.754380187827103,0.1271121270490625,,0.009169185534119606,0.04391912743449211,7.566245758995132,1.702027430120647,4,40,max_updates,-0.09786625951528549,-0.09786625951528549,0.6048071384429932,0.6048071384429932
3553,left_right,spatial2_ttt,0.016756664961576462,17.758124136836283,0.44971957380356276,,0.004770270548760891,0.02869311161339283,7.566245758995132,0.08816123509473786,4,40,max_updates,-0.653190553188324,0.9912624955177307,0.6901214718818665,0.7277436852455139
3553,quadrants,identity,0.05729440599679947,12.418877787886073,0.0,,0.08764804154634476,0.026940787211060524,9.70335882655522,9.70335882655522,3,0,identity,0.0,0.0,1.0,1.0
3553,quadrants,global_direct,0.05748837813735008,12.404199435010934,-0.0033855336690540305,,0.07514766603708267,0.0398290790617466,9.70335882655522,9.315029505601995,3,0,fixed_direct,0.1250000149011612,0.1250000149011612,1.0,1.0
3553,quadrants,spatial2_direct,0.04327179118990898,13.637951272696593,0.24474666527957034,,0.0567273274064064,0.02981625124812126,9.70335882655522,2.9088254631775987,3,0,fixed_direct,-0.5,0.5,1.0,1.0
