index,bank_index,state_index,image_id,state_name,condition,bank_directory,energy,gradient_norm,gradient_sha256,gradient_dtype,finite,active_regions,inactive_regions,active_rgb,inactive_rgb,inactive_output_changes,raw_sha256,y0_sha256
1081,63,6,38210,semantic_16,left_right,training_bank/063,-3.0098705291748047,0.13232639097995885,6af16e2f20ebc362114072d05a37e5f4203b82b61ca0be83eb92bc6c1d23d99e,torch.float32,True,2,2,229440,229440,0,5a5cbd1cfc69767f1330d1e6a689c2e9793dafe2568b59c2625654c8677ef987,3ccbd50946bf7d20e8f6136dab62e3febd850437423e2d78b51921293293720f
1082,63,7,38210,semantic_40,left_right,training_bank/063,-3.0062193870544434,0.1305900328006111,d98091a0539e77b99ec498259536a746020d809c0cab56e8d7765f43eab75f8b,torch.float32,True,2,2,229440,229440,0,9f568eacaea5d12146c6106f1a9f948e91dfff3c72fcae774af232f1fb775128,adce3ab329247e042a8bf0f885f2de49713c373bd77c336188ff22351f458cd0
1083,63,8,38210,sobol_00,left_right,training_bank/063,-2.808448553085327,0.1312285452551995,234265b88446ff21e51b58309f959c83477bd672371e4a8655fe924b2b7bc6cb,torch.float32,True,2,2,229440,229440,0,49f52083b62fbcdb67c4fd5e24caab5af90732e9ad1dd2aef8d405f6de951d2d,2ec198f911f51b777fb839d1bbf64d3b3e10fe0556d45bf77fcea686e2ee0762
1084,63,9,38210,sobol_01,left_right,training_bank/063,-2.72572660446167,0.1594279592406562,8b1a881496a37bf9f0ca9c45ffce25de24318172bc3d46891d150affa0951b92,torch.float32,True,2,2,229440,229440,0,f87a4ccb5fe10fb408f088bc8553c0cd752a9554ca652af7f687ece0cd32853c,ccfae8aca9df30a2ef7e3166309685ba5da9b4a299bcfe7b96af4e5e67a80623
1085,63,10,38210,sobol_02,left_right,training_bank/063,-2.6530866622924805,0.1136107300892696,dabea97a614864d9bef2f5a0276c390a8cdc49a564a8a398fb7eccdabe4fe442,torch.float32,True,2,2,229440,229440,0,dce3ded0e0b63ca67ae54d2386b1a252bcff427aa11d9357d6421e3d888b563d,ae548beb3d046e44f12c3c025e776a5c7d9db8cf8f9cf0f8b5b2caf23fce33ac
1086,63,11,38210,sobol_03,left_right,training_bank/063,-2.692178726196289,0.2354651602974568,97b6f436655f373a9c7301b9b457e702e142ea3d4f0a6622b7eb7e3e9c69e658,torch.float32,True,2,2,229440,229440,0,8e934abc51062957c9bffb70e0cf391a0cbbbd1c503296f40bd430113fb784d7,47c255f09d42699fd70f92ed8c29a97e32439add36c90f935cc921ee56cdd8ea
1087,63,12,38210,sobol_04,left_right,training_bank/063,-2.681527853012085,0.20929799037506056,26c9a174e3092cb4a197257fa028ed69ebd8ba30e0baa1381dfef183b01e9c4d,torch.float32,True,2,2,229440,229440,0,11728c3d1f16b49efbd03baa36a18a3ac7b538bdb8f9c75386a3cea463184547,f1c4cb0a734cc7197fa1c38ba6fd006ad5df6ca3e8eddaba37579133abc73537
1088,63,13,38210,sobol_05,left_right,training_bank/063,-2.647609233856201,0.11684725194755252,58bcd7cc7194c46b90cc245b670b788e3632710313100d2b3a1a3f650a3b2148,torch.float32,True,2,2,229440,229440,0,5c33cb010411c1feda8c8b87c0f0b5c0b6e6fc0d793e7e72f4fd00ef564849bd,c8bfba181c6b1e31114e2d1db45e3cc04f858e7dee470fd708729e7f646971e6
1089,63,14,38210,sobol_06,left_right,training_bank/063,-2.63928484916687,0.17858132779641286,359653b846602aade49ca70e15bbfbebb510b5caa432c38c7d9a799ac0488392,torch.float32,True,2,2,229440,229440,0,408a96364a62e124fa6a8d38cd6616c025c2084f79b72aa85eae44ae90d4c792,41e865c16c97717673df483485da35398ece59e44f6405a23c6406f050fd27c1
1090,63,15,38210,sobol_07,left_right,training_bank/063,-2.774364948272705,0.1416282048411124,1bd35239b822ed35debe24496bc2a37098cd2da81adaa9a8efa38295a639b09a,torch.float32,True,2,2,229440,229440,0,4a6b5bd5b4987f0c864be6fa5c9db7cb876e9c53b9f75c61c04cca07421bc4bf,1fa5da223dae66357b705da0910866c2c6b767939e43f837c848c87932ff6cc3
