image_id,split,condition,view,d_dark,d_bright,input_clipping_fraction,plus_d_dark,plus_d_bright,minus_d_dark,minus_d_bright,r_dark,r_bright,plus_clipping_fraction,minus_clipping_fraction,type,active,target,absolute_type,absolute_active
124798,evaluation,homogeneous_dark,bottom_right,0.01882871985435486,-0.0024167001247406006,7.812499825377017e-05,0.015987128019332886,-0.003184109926223755,0.021820470690727234,-0.0022753477096557617,0.0028415918350219727,-0.00014135241508483887,7.812499825377017e-05,7.812499825377017e-05,dark,False,0.015987128019332886,dark,False
124798,evaluation,homogeneous_bright,full,-0.05001164227724075,-0.002659320831298828,0.1820785403251648,-0.04525810480117798,0.0007563233375549316,-0.05272360146045685,-0.004616096615791321,-0.004753537476062775,0.0019567757844924927,0.3251522183418274,2.3921362299006432e-05,bright,False,-0.004616096615791321,bright,False
124798,evaluation,homogeneous_bright,top_left,-0.05936306715011597,-0.006786078214645386,0.12526150047779083,-0.053383588790893555,-0.007886350154876709,-0.06297412514686584,-0.008157402276992798,-0.005979478359222412,0.0013713240623474121,0.25658994913101196,0.0,bright,False,-0.008157402276992798,bright,False
124798,evaluation,homogeneous_bright,top_right,-0.012554943561553955,-0.008644014596939087,0.34192708134651184,-0.02363438904285431,0.0025751441717147827,-0.019069746136665344,0.0007667988538742065,0.011079445481300354,-0.009410813450813293,0.5536285042762756,0.0,dark,False,-0.02363438904285431,bright,False
124798,evaluation,homogeneous_bright,bottom_left,-0.010554149746894836,0.013088524341583252,0.14565898478031158,-0.013413488864898682,0.009470924735069275,-0.01069226861000061,0.013942033052444458,0.002859339118003845,-0.0008535087108612061,0.22184447944164276,1.7433751054340973e-05,dark,False,-0.013413488864898682,bright,False
124798,evaluation,homogeneous_bright,bottom_right,-0.03205689787864685,0.0030887722969055176,0.11507812887430191,-0.03350454568862915,0.0008470714092254639,-0.027329206466674805,0.0031565725803375244,0.0014476478099822998,-6.780028343200684e-05,0.26782986521720886,7.812499825377017e-05,dark,False,-0.03350454568862915,bright,False
124798,evaluation,left_right,full,-0.01561477780342102,-0.01358497142791748,0.11449416726827621,-0.02276548743247986,-0.009091407060623169,-0.0021602511405944824,-0.015122681856155396,0.007150709629058838,0.001537710428237915,0.20579765737056732,2.3921362299006432e-05,dark,False,-0.02276548743247986,bright,False
124798,evaluation,left_right,top_left,-0.000832289457321167,-0.030346453189849854,0.0,-0.012842625379562378,-0.02929343283176422,0.011636137962341309,-0.030496746301651,0.012010335922241211,0.00015029311180114746,0.0,0.0,dark,True,-0.012842625379562378,dark,False
124798,evaluation,left_right,top_right,-0.012554943561553955,-0.008644014596939087,0.34192708134651184,-0.02363438904285431,0.0025751441717147827,-0.019069746136665344,0.0007667988538742065,0.011079445481300354,-0.009410813450813293,0.5536285042762756,0.0,dark,False,-0.02363438904285431,bright,False
124798,evaluation,left_right,bottom_left,0.011737748980522156,0.002680763602256775,1.7433751054340973e-05,0.01054374873638153,0.002051800489425659,0.013566821813583374,0.0030153989791870117,0.001194000244140625,-0.0003346353769302368,1.7433751054340973e-05,1.7433751054340973e-05,dark,False,0.01054374873638153,dark,False
124798,evaluation,left_right,bottom_right,-0.03205689787864685,0.0030887722969055176,0.11507812887430191,-0.03350454568862915,0.0008470714092254639,-0.027329206466674805,0.0031565725803375244,0.0014476478099822998,-6.780028343200684e-05,0.26782986521720886,7.812499825377017e-05,dark,False,-0.03350454568862915,bright,False
124798,evaluation,quadrants,full,-0.01579408347606659,-0.005631580948829651,0.12201852351427078,-0.02507828176021576,-0.0015860944986343384,-0.0016994774341583252,-0.005165204405784607,0.00928419828414917,-0.00046637654304504395,0.19406096637248993,2.3921362299006432e-05,dark,False,-0.02507828176021576,bright,False
124798,evaluation,quadrants,top_left,-0.000832289457321167,-0.030346453189849854,0.0,-0.012842625379562378,-0.02929343283176422,0.011636137962341309,-0.030496746301651,0.012010335922241211,0.00015029311180114746,0.0,0.0,dark,True,-0.012842625379562378,dark,False
124798,evaluation,quadrants,top_right,-0.012554943561553955,-0.008644014596939087,0.34192708134651184,-0.02363438904285431,0.0025751441717147827,-0.019069746136665344,0.0007667988538742065,0.011079445481300354,-0.009410813450813293,0.5536285042762756,0.0,dark,False,-0.02363438904285431,bright,False
124798,evaluation,quadrants,bottom_left,-0.010554149746894836,0.013088524341583252,0.14565898478031158,-0.013413488864898682,0.009470924735069275,-0.01069226861000061,0.013942033052444458,0.002859339118003845,-0.0008535087108612061,0.22184447944164276,1.7433751054340973e-05,dark,False,-0.013413488864898682,bright,False
